student_id,ug_gpa,ug_university_tier,ug_major,academic_consistency_score,number_of_backlogs,gre_quant,gre_verbal,gre_awa,english_test_type,english_proficiency_score,work_experience_months,project_count,research_exposure_level,internship_relevance_score,field_alignment_score,sop_quality_score,lor_strength_score,resume_strength_score,career_goal_clarity_score,application_completeness_score,intended_specialization,target_university_ranking_band,application_round,visa_dependency,gap_years,linkedin_profile_views,counselling_sessions_attended,preferred_application_city,admission_competitiveness
STU100010,6.689002463540151,Tier 3,IT,10.0,1,155.22082133728009,152.82040005785382,4.691435989775453,TOEFL,110.40268947693951,11.09309167279314,4,0,9.496382313366505,4.295344329916073,7.485296348979692,6.5516829655372195,,6.631276843336857,8.153786362949836,CS,Top 20,Spring,Yes,1,27.071961177848685,0,Pune,0
STU100011,7.214761927956798,Tier 3,Mechanical,7.990641165505385,1,144.88529980109848,163.9496589583369,,IELTS,80.61050137137734,33.32848534853362,2,0,6.541091569468163,4.015244215388877,7.617499458946565,3.2022777994889506,6.898283105175496,7.665291153020197,5.072730853959804,ECE,Above 100,Fall,Yes,2,76.23607379507881,2,Delhi,0
STU100012,8.64225066351186,Tier 2,CS,8.050801678569119,1,155.86029784657853,153.3735608081604,3.8478329341315445,TOEFL,106.37982627741358,2.1799798629155775,3,1,,7.21214427820193,6.250947939157143,8.37428584281401,5.565038971675864,6.4704420227230965,8.334524969469346,CyberSec,Top 20,Fall,Yes,1,102.95622638971334,1,Chennai,1
STU100013,6.724988202983814,Tier 1,ECE,7.722703638921617,1,168.34059070789988,140.08029745762846,4.182527706614508,IELTS,82.44345573600333,24.59138280742844,1,0,1.7946118618537907,7.439212278443967,8.190025167040147,4.64403317273347,3.533358461789625,6.254297522873821,6.259181378518108,AI,Above 100,Fall,Yes,0,12.802123380555216,3,Chennai,0
STU100014,6.900416236318541,Tier 1,Maths,5.773104911214726,1,154.5400449577979,159.3824877804794,4.033071708729152,IELTS,68.81192313761422,54.52415348611608,4,2,4.882394433752623,3.2362988176727967,6.037993353510833,7.281403139751379,7.921048318828151,6.427778142597886,8.999555658073053,ECE,Top 50,Spring,Yes,2,15.554389481968352,5,Pune,0
STU100015,6.909083851943334,Tier 2,Physics,7.096182988385208,0,155.91529729545746,156.91989463543658,3.8751989765116064,IELTS,80.95590385825889,91.98441313283938,5,0,6.28245769372065,3.823206307890391,5.7839350348630445,8.480295465137186,5.578903393736487,4.371363705507038,10.0,DS,Top 50,Spring,Yes,2,16.52509421621327,2,Bangalore,0
STU100016,9.28533707445291,Tier 1,Maths,6.282339345027512,1,170.0,147.91286047308253,3.848360130273461,TOEFL,96.12851927504488,46.76457054568234,3,2,,8.903373547404808,5.885521387925358,5.309337973334944,4.38838060925527,5.9726426271130375,6.937870700058395,CyberSec,Top 20,Spring,Yes,1,81.68904510803183,4,Bangalore,0
STU100017,9.268107480076408,Tier 3,Physics,6.863662888561162,1,157.00072670748546,138.81459196030366,3.967749516562817,TOEFL,77.36106057513794,37.814971410063144,1,1,6.824403618801844,9.645943497792171,4.362802011862213,8.633081111577427,5.093406689078762,7.60376569718546,8.099556107576728,AI,Top 100,Fall,Yes,1,73.64751801952426,0,Bangalore,0
STU100018,8.203648508090989,Tier 2,ECE,,1,162.89131830938996,151.55703858220383,,IELTS,84.94394083323941,3.3188191554600595,3,1,7.64999148968872,9.723379186567938,6.437792847813543,5.343407980265721,7.353199218483346,9.357910865232007,8.900600314851662,CS,Top 50,Fall,Yes,2,28.380827240741645,3,Pune,1
STU100019,7.64756775925737,Tier 3,ECE,6.054821391451914,1,144.81044318188233,143.30658871497818,3.909360866845028,TOEFL,96.85191463620603,24.94814478530019,2,0,5.228718490783766,3.865517749816747,8.967457535164897,6.098030993985039,,7.119808302967992,7.198394595616515,CyberSec,Above 100,Fall,Yes,2,49.8380609866322,2,Chennai,0
STU100020,7.963631718306618,Tier 2,ECE,5.861068190502432,0,151.26695951466104,152.36236766329029,4.53479285423042,IELTS,77.31731847579073,17.98662469429363,2,0,5.685734637321753,7.459713834031736,4.9900349696480495,3.92048776468848,7.672946978093043,7.014615590831871,5.348377431927522,CyberSec,Top 100,Fall,Yes,2,111.85998700708939,1,Chennai,0
STU100021,8.64165882533572,Tier 2,Physics,5.051843496758376,1,151.5942072069537,140.17322881422416,4.31755300219086,IELTS,74.09124137870295,47.19284863523008,2,0,5.630115363480786,7.024978812318713,3.603879182031718,9.101882305562803,,7.01915757368709,7.8393222831754485,CS,Top 20,Fall,Yes,0,24.861406849295353,0,Mumbai,0
STU100022,6.457749518437848,Tier 1,Maths,6.944031850692171,1,154.42749124119047,152.85109984558454,2.5307583613200797,TOEFL,101.49095260584245,20.70270216181658,2,0,6.199540058555931,6.724943078763485,7.40807504507797,3.6761627874551905,5.334836263828717,9.554199901032884,8.391348210655972,DS,Top 100,Fall,Yes,0,11.767639721876694,3,Hyderabad,0
STU100023,8.358246140303892,Tier 2,Physics,5.860749908995375,0,170.0,157.46991112688085,3.0991688626135057,IELTS,67.98458308546962,59.241320393582114,3,0,5.237917134012397,4.305112659626223,8.932642182114208,6.648918968874025,6.375218726998692,2.159477057611052,5.2720816343505295,ECE,Top 100,Fall,Yes,0,67.06889371384408,4,Bangalore,1
STU100024,6.171507399025889,Tier 3,Mechanical,4.5137187708400335,0,155.73070420009225,146.37528652078657,3.724554721745058,IELTS,90.39030582287685,36.704333241769795,2,0,5.554896623086298,6.426761475611351,7.506820812097126,7.394577224478715,,6.448958393276119,7.647997653500326,ECE,Above 100,Fall,No,0,68.32467289316344,3,Delhi,1
STU100025,6.726023647791931,Tier 2,Mechanical,6.111116469013719,1,166.1882776982288,151.7832088171299,3.446238388113433,TOEFL,95.43065258264039,45.73135101856116,3,2,6.453403561706589,8.401217790001773,9.122511652825779,6.8837026805949515,5.28436589679251,8.984447981633625,8.610798317644157,AI,Top 20,Fall,Yes,1,44.512073739333026,2,Chennai,1
STU100026,8.11639467622027,Tier 1,Civil,6.62547135140863,0,152.67779582621688,154.6196181243013,,TOEFL,70.20141929511934,27.275002326659006,4,2,4.89165723960501,5.749507435728107,6.7875542159561455,4.384568701972123,8.138236026555104,4.791624144119345,7.762391881736975,DS,Top 50,Fall,Yes,1,18.841082724511555,1,Delhi,1
STU100027,6.014187369796628,Tier 2,CS,6.779084933453953,0,151.60353814904641,137.10707249395884,3.758635368274588,TOEFL,104.08951386272146,39.23649871531091,4,1,5.897280274558458,4.609856790089648,8.443891814754005,6.225127310188626,4.254065364943672,8.19602623354916,7.718203603893021,Robotics,Top 100,Spring,Yes,1,15.261056465512548,1,Chennai,0
STU100028,7.173938151830201,Tier 2,IT,6.4839361999680225,0,156.25847834640098,146.16342835505378,3.9307863095101125,IELTS,88.1910067216349,65.62105112264194,3,2,9.97661828721251,6.503223872838922,6.859589012013926,3.3778467926042532,7.667923354126694,10.0,6.850611682916102,ECE,Top 50,Spring,Yes,0,136.09914657181557,3,Hyderabad,1
STU100029,6.524420593726283,Tier 2,ECE,5.718233174999467,1,162.70960858997816,148.1535007793379,3.6304120133858784,IELTS,81.52622981782005,10.112095127394802,3,0,4.464130476709942,5.838750655934429,4.313221604358462,7.366048026653485,5.459131013001085,5.2253048571970275,7.32659695370072,Mgmt,Top 100,Fall,Yes,0,12.651174842411727,2,Chennai,0
STU100030,7.069942566522463,Tier 1,ECE,6.838745869834067,1,141.62211782242045,153.60851609129725,3.382830479911677,TOEFL,107.02790534839254,30.386215947693334,3,1,4.442474713684179,5.213847423927056,5.301242504485064,8.332701240768477,7.088069057210633,5.659301197303146,7.044337342224554,DS,Top 50,Fall,Yes,0,45.95925579802408,1,Mumbai,0
STU100031,5.0,Tier 3,Civil,6.818983865165146,0,150.76091381889717,163.10329438813238,3.284220384615792,IELTS,67.47372883514075,24.89376501190263,4,2,3.1867292418408524,9.904530950488256,4.720856545252417,7.921226511646242,5.871693749915778,6.317597061025539,6.129911256377422,Mgmt,Top 20,Fall,Yes,2,31.45592215555419,1,Bangalore,0
STU100032,5.705620205941138,Tier 3,ECE,5.436933253923406,0,162.55341461696852,143.73791202948811,3.404515019866422,TOEFL,93.39442669146783,10.4328924333497,2,1,5.607364293460385,7.6389607109622055,9.853367316281764,4.154027914662559,7.944775981231504,6.2119088832265295,8.07513800392315,AI,Top 50,Fall,Yes,4,71.56191930213691,2,Bangalore,0
STU100033,6.670110488861875,Tier 1,Maths,6.818979143923754,3,157.05037603501034,147.4657972081973,3.71340871460647,TOEFL,94.72028038708237,13.950005515511378,4,3,3.9572794774157827,6.1871331933001725,5.06498937725039,6.8360924388290645,5.507662844477658,5.870979435734105,6.126389437599082,Mgmt,Top 100,Fall,Yes,2,64.40258652401626,2,Delhi,0
STU100034,8.134716188582724,Tier 2,Mechanical,7.680358280687089,0,147.3174246802174,149.07182158983633,3.162569083399452,IELTS,80.97718142612901,16.682587960574796,2,2,5.670846584360213,5.183478832975655,4.804209327893886,3.8056905413858098,6.460744947336881,8.43422831051439,6.465442689721077,CS,Top 50,Fall,Yes,0,35.191298970040506,2,Hyderabad,0
STU100035,7.143727885488806,Tier 3,CS,5.836098396001564,1,153.75239963164424,163.28124844177364,4.808449254613608,IELTS,70.20486289056338,51.46126074765382,1,1,5.272513310083757,3.773502294092635,5.057293378597348,4.208273426681176,7.33727671949865,8.203678502736123,6.368279352582612,Mgmt,Top 100,Spring,Yes,1,67.44805246286946,4,Mumbai,0
STU100036,7.3025613243071295,Tier 2,EEE,5.895434136050308,0,151.4465618641845,157.2533239898793,3.3861059425378754,IELTS,87.86756680271861,30.254737400966977,2,1,8.121879458623305,9.775053574470924,4.59871706355219,5.886718247439213,4.813355985073382,9.505229658749673,6.6437004147588645,AI,Top 100,Spring,Yes,2,36.170624950836476,4,Delhi,0
STU100037,7.919400439992057,Tier 2,EEE,5.927665770510408,2,155.945575497299,141.4776845165082,3.8878290154422532,IELTS,86.84860735575265,80.23383132261192,5,1,9.561044874264866,7.103247113393749,6.135183952351882,5.192154911624246,7.059437475192593,8.934298599825903,7.256461812085071,AI,Top 50,Spring,Yes,0,22.40476504862805,3,Mumbai,0
STU100038,6.508417291291853,Tier 3,EEE,7.66942546189362,0,149.66578951173048,156.19493200135074,3.834968653327708,IELTS,81.33185436334142,16.099714060121613,7,0,5.2455866812415435,4.868467163737841,6.557753211994699,7.589547786977602,6.999073648266435,8.768537140267396,7.390649132354416,Mgmt,Top 100,Fall,Yes,0,67.7351925013653,1,Bangalore,0
STU100039,7.555264591426562,Tier 2,ECE,4.514264750108366,3,162.3625297192595,154.70586264119365,3.0979773621488524,TOEFL,95.53748247021832,23.35540339757586,5,0,5.486581455298294,7.439431823182622,8.104397638766573,4.790701264158619,5.242555714346263,9.190616012500989,5.136534771139948,Robotics,Top 50,Spring,Yes,1,56.52350764428053,2,Delhi,0
STU100040,6.575170133740945,Tier 3,Physics,6.584809349991096,2,149.57433512311653,146.6104145360797,3.240545283194953,IELTS,79.46689358767766,11.159178255764763,1,0,9.012739910649888,8.005945782324794,5.473808840616929,2.9732129928866966,4.785950247069806,7.8866774179098895,8.435928726375574,CyberSec,Top 50,Spring,Yes,0,47.388575274809114,0,Chennai,0
STU100041,5.745097455291454,Tier 2,Civil,4.765156582311283,2,156.88613256476074,141.55140131940462,3.5267026036903135,IELTS,80.60426068440012,1.8270885223957827,2,0,6.269253038915593,6.07512854398231,4.643503620142651,5.516944446216394,4.613227704876241,5.656482206507491,6.319971384407885,DS,Top 100,Fall,Yes,2,36.363757931175094,3,Hyderabad,0
STU100042,6.948190185620409,Tier 2,CS,7.3170371077763665,2,169.6850906104982,159.8265468854728,3.247600865119727,IELTS,81.99586929326975,18.679783914354605,3,1,7.538591580432163,6.807747133710363,8.115888142704692,4.593869711192127,5.297645945941652,3.43866069484549,8.079313689143879,CyberSec,Above 100,Fall,Yes,0,36.80436306093132,1,Bangalore,0
STU100043,7.816425276164551,Tier 3,Civil,6.535214306844067,1,144.67944314305157,144.8152847098386,2.587467336554278,TOEFL,101.90574472416542,26.645260654980646,3,2,4.238209002271147,0.8615290516232985,6.188963248247027,5.978963765658511,6.50434822286823,8.370208486200875,10.0,Mgmt,Top 100,Spring,Yes,1,25.675758762293,3,Mumbai,0
STU100044,7.604730145899821,Tier 2,CS,8.053509181525264,0,148.69673008633092,168.58169956420207,3.8313189746074614,IELTS,84.95368306402031,28.327328996592406,2,0,6.440679249471059,5.70585977906753,2.5135133280720434,7.383761919296491,,6.125041402149515,7.240377537270439,CS,Above 100,Spring,Yes,0,111.96503551140975,1,Delhi,0
STU100045,7.289352554969062,Tier 2,ECE,5.717879584710437,1,156.6823821731689,160.72826694259373,4.060086504294135,IELTS,87.42085543956547,34.23402457347819,6,2,6.738103464820879,9.807854486663125,4.660051826912378,7.169350069443438,7.370189920683857,5.034877976544635,8.035473602905824,Robotics,Top 100,Fall,Yes,1,37.32545802881565,2,Bangalore,1
STU100046,9.453128739343953,Tier 2,Maths,7.854945627392079,0,145.15837324400036,154.35414425271193,4.222300937705927,IELTS,75.64107298361264,26.05435194128797,4,2,4.099285459123259,7.719695698698968,4.404465420942014,7.519474903236092,4.999885956266619,4.240052007228179,6.644685928101509,Robotics,Top 20,Fall,Yes,1,97.08706548090593,2,Mumbai,1
STU100047,7.671620944277901,Tier 2,Physics,,0,160.252842450588,145.01276505168997,4.102601613596315,IELTS,87.20214611211189,34.44214156300348,3,0,4.1257745155512335,8.089188417133673,6.351136472262032,4.222375076323662,9.594706921849177,9.399626809479894,8.05317185609472,CS,Top 100,Fall,Yes,0,77.92442857976,1,Pune,0
STU100048,8.180862405343612,Tier 2,Civil,5.885974644726261,2,168.2133179027524,150.09211139652584,3.777355268397547,TOEFL,88.34200279525318,18.86254981649123,1,3,5.227108840331307,7.0962530963027595,9.149697081852658,2.8612194920448024,6.988523982457987,6.193665936799397,5.567666040873494,Mgmt,Top 50,Fall,Yes,0,78.8736316632867,3,Pune,0
STU100049,9.314329004648158,Tier 2,Mechanical,5.66546541860205,1,161.5469533073444,141.2571718738123,3.8397688429647667,IELTS,86.42294542418767,55.125555857139865,4,1,10.0,6.126471420708034,7.026688529307784,,5.843207924920813,5.8481336091166245,7.796131680536313,Robotics,Top 50,Fall,Yes,1,22.001577870219485,1,Delhi,1
STU100050,6.135323209154876,Tier 1,Mechanical,6.244676376079666,1,152.41763334068665,156.68588912648383,4.129046610513079,IELTS,76.3072764003059,79.3070881561741,1,1,6.640218739391277,6.113414283150227,7.164059531148927,5.7651912074710685,4.78392778345122,3.109859669411427,8.274740229464253,Robotics,Above 100,Fall,No,0,19.296551977712458,4,Mumbai,0
STU100051,6.365090610815542,Tier 2,IT,6.591097357663121,1,151.11755197945968,149.24860219836867,2.9652476795065494,TOEFL,94.93249762676155,13.962425605003373,4,0,5.899291108568158,5.3758145908236905,7.570683814003106,6.360466674082275,8.048964013893576,5.716591967853379,7.145234904477179,ECE,Top 100,Fall,Yes,1,43.73314758125138,3,Mumbai,0
STU100052,8.869341002610637,Tier 2,CS,5.398822618312656,0,154.30900079327253,150.40779673526126,2.901950344038568,TOEFL,111.33812637638061,11.355115513939259,2,0,7.592909825404423,3.974531654002402,5.07148718424963,8.516233748886485,5.342317070158328,7.9835761532577925,7.610439602569156,Mgmt,Above 100,Fall,No,0,44.163000602981356,4,Chennai,0
STU100053,6.581743538283043,Tier 2,Civil,6.062935391947327,2,151.73837176402228,130.0,3.846681984882065,TOEFL,95.69989213919148,17.933911775676343,3,1,5.564823268355004,6.1571171048413795,7.486023413151689,5.152542867198754,6.07224275248138,5.741176266440084,8.588074869725345,DS,Top 100,Fall,Yes,1,70.15836322511117,4,Mumbai,0
STU100054,7.326714907272997,Tier 2,CS,7.889554214240514,1,142.47769789043832,154.69138478425475,4.160516018250046,IELTS,79.59382295690692,19.93968178447357,5,1,5.560334198084223,4.136880345980218,3.4982704450690996,6.663776412210792,6.133255863427834,5.146957823719701,6.984834530665785,ECE,Top 50,Fall,Yes,2,91.45819353171038,1,Mumbai,0
STU100055,8.262384372481913,Tier 2,ECE,6.7667633190800265,1,151.42106634357108,153.92503776859584,3.0891017976712623,TOEFL,110.93743720354362,71.3604979447021,4,1,,5.53980486725239,7.717875691841644,6.986116955755478,5.155730448908226,6.477636066751909,7.550973076082695,CS,Top 20,Spring,Yes,1,34.267568573744775,0,Chennai,0
STU100056,8.101635752163853,Tier 1,CS,8.467064164785024,0,155.50330727034512,161.15500970829618,3.990254380518391,IELTS,84.23541730744898,11.288426949569482,4,2,6.070053261140268,6.372714062801334,7.393595565936046,8.986408578918422,5.174841923685408,6.524061150814288,6.117301051053593,Mgmt,Top 50,Fall,Yes,0,61.898531944221155,2,Delhi,1
STU100057,8.879397563782998,Tier 1,IT,7.430903084168932,1,170.0,164.0062132170166,4.789065342718496,TOEFL,113.59489487784141,8.63025794783217,3,0,3.8154247638176666,7.88275236484335,7.111080057198662,7.340568392142497,7.2891354335502845,5.0381996009960694,6.362985143761799,AI,Top 20,Fall,No,1,52.7151448379718,3,Mumbai,1
STU100058,8.646079723330121,Tier 1,IT,7.115442141950455,1,158.0227017729997,160.50928589737225,4.621966513350584,IELTS,83.14622269823305,24.133267301495632,2,0,4.491638445853084,0.9099675567901766,4.186909872042964,3.5580758787171107,7.362727092086713,6.5529753113959135,8.609566505035346,CyberSec,Top 50,Fall,Yes,2,42.813255626982844,0,Chennai,0
STU100059,8.262453402735163,Tier 2,EEE,6.7601814434065375,1,155.61649349523393,134.19894881132143,3.570904973755731,IELTS,77.69567749047329,25.432645068670997,2,2,6.3518247896090045,7.215839448432778,4.31930010287335,6.042845350380192,6.263250018413248,8.204177262701933,7.494592851103446,Robotics,Top 20,Fall,Yes,0,10.168827751436634,3,Mumbai,0
STU100060,6.6045621571775275,Tier 3,Civil,7.596278738917178,0,156.66957951700917,153.132798112674,4.07999202936557,IELTS,85.5063818398087,20.653463468008244,2,1,7.980823492952939,9.736482142067125,3.722495688890752,6.683809473053442,4.006785028499118,5.831165589323859,8.989170637964513,DS,Top 100,Fall,Yes,0,40.614072608977864,1,Mumbai,0
STU100061,8.015376401013896,Tier 2,Physics,6.761342466850202,1,161.92801725622206,153.14187251336375,2.828358001103066,IELTS,62.48838507706202,13.339567334277481,2,0,4.312233796966419,4.516727332028831,7.802971192732227,6.60357278484547,8.621948509039639,7.181514137241628,6.123706246946606,CyberSec,Above 100,Fall,Yes,2,105.9179190398514,2,Pune,1
STU100062,7.582844795056181,Tier 1,Mechanical,7.258442157701828,0,163.97090913949742,158.13564575297815,3.714777760717496,IELTS,65.31261908904816,31.248455423821593,4,1,7.914130289526688,4.975644954848887,9.340849076801788,6.153610548170254,6.539899925480871,7.906769565560793,9.047602899777395,DS,Top 100,Spring,Yes,0,19.583706740250847,2,Pune,1
STU100063,6.10636108605359,Tier 2,Maths,7.558230451564704,1,157.71097214933818,154.8122622057337,4.632993256611362,IELTS,86.30045685366836,3.8542166806156035,3,0,5.224083845858062,6.478232620783969,7.397629808204675,4.383890446073857,7.910692913500982,8.197401846931234,5.073669664992799,CS,Above 100,Fall,No,0,73.34710553380697,0,Mumbai,0
STU100064,8.575569141829167,Tier 2,Physics,5.773998305529923,2,147.34633061548644,152.0919945728319,4.209655245896093,TOEFL,96.85744863699603,37.64066013856636,3,0,4.542170519604149,7.886983160403478,2.940014276757306,6.796183754679561,8.639801916339767,5.895654069631526,6.900364050232454,DS,Top 20,Fall,No,1,55.17066126367523,5,Bangalore,0
STU100065,8.02651288112071,Tier 2,ECE,,1,167.57653412269224,131.5594128868726,4.668943627851318,TOEFL,102.33577763176108,18.427430601887764,2,2,7.1798690164003105,9.156928102474534,5.087763854478535,8.632416704735117,6.349547678827193,8.424590991396844,7.458619295054406,ECE,Top 50,Fall,Yes,1,27.1841370511569,1,Chennai,1
STU100066,7.340941072567987,Tier 3,Physics,7.596248280602343,1,148.10018987141243,148.70171752159686,3.435862511717731,IELTS,78.16216677443084,8.944114744445985,3,0,6.105323328190787,5.986862787682873,7.357314748787227,6.810442261995527,5.136362994939002,8.124030884297749,7.610251523771237,CS,Top 20,Fall,No,1,19.745502570995882,2,Chennai,0
STU100067,7.0902171451140275,Tier 2,EEE,4.953933088743395,1,153.53899670766887,132.18683980148563,3.6823047495602865,IELTS,92.96950719386358,25.53184752798755,4,0,5.073219746819768,4.625791718696292,8.846453674615192,5.691111233621237,7.52339170880545,9.07867807519458,8.668962202067036,Robotics,Top 100,Fall,Yes,0,55.420668444940205,2,Hyderabad,0
STU100068,6.221528969769292,Tier 1,CS,8.496988907979484,0,163.2449305170297,163.46927051542664,4.6958934115411335,TOEFL,98.64042689812513,8.58429830208981,3,0,3.9135256741363196,9.779759515312897,8.027615617096753,5.9609931713071225,5.610837539938254,7.429174917029263,8.836071050368165,AI,Top 20,Fall,Yes,0,34.80669529178821,2,Delhi,1
STU100069,7.479571666202769,Tier 2,ECE,5.2035943616303895,1,161.3296928516535,152.5452925763091,3.3778422990214727,IELTS,75.27945881283367,10.085695243429939,3,1,5.099165618059229,6.4472508400656015,6.4310695596555085,6.806551045823824,4.405935109457376,6.943818556147954,5.387621361368101,Mgmt,Top 100,Fall,Yes,1,77.88911671286826,6,Mumbai,0
STU100070,7.72159520750108,Tier 2,Maths,7.905471830199909,0,163.83909221447237,149.0602879912992,4.158624518798278,TOEFL,97.21631485282921,8.147884282520492,3,1,6.627596031964887,7.523198195705125,8.591407171397766,8.051608777434073,6.617629299640392,5.952485786690084,7.753030986920895,CS,Top 50,Spring,Yes,1,25.65651176884447,2,Chennai,1
STU100071,6.551960514181048,Tier 2,Mechanical,5.121477568516132,1,156.47200499961735,135.0998696701696,2.7403828593983985,TOEFL,72.64602786305531,11.100320240347717,4,0,8.46474221702488,7.294828990197212,5.929621063371043,4.402826338102425,7.299199224609865,5.718286128784144,7.099331853094302,Robotics,Top 50,Spring,Yes,0,42.70276321750228,2,Pune,0
STU100072,8.345983644189577,Tier 2,Civil,5.034412106685635,2,164.97457599785153,148.14537755800532,2.70486005885364,TOEFL,94.74101745969718,32.859537581839945,2,0,6.512840373348792,9.137146596712983,4.935474364210156,3.618531664573083,7.68749070091663,6.389216851294961,7.71200147584441,ECE,Above 100,Fall,Yes,0,16.35325938074138,4,Hyderabad,1
STU100073,6.312517258165269,Tier 3,EEE,6.808390390033472,1,146.39546535286354,164.8485267232669,4.040599729881099,IELTS,89.59425110214572,6.462236156130623,6,2,6.740504438812382,6.24731711749844,10.0,6.189826380492357,10.0,7.007050943883085,6.462807973565313,DS,Top 100,Spring,No,0,15.523314110473072,2,Hyderabad,1
STU100074,5.389209684961802,Tier 2,ECE,8.479148921268822,0,156.82967566658797,158.1894916995034,4.792035296488162,TOEFL,86.88142343893635,19.325005041279596,0,3,3.012372784068471,10.0,8.01801449130897,5.195872508220522,6.144926618326075,7.625421784741128,6.699115444189529,DS,Top 100,Fall,Yes,1,6.692382262562983,6,Hyderabad,1
STU100075,8.23575438180343,Tier 2,EEE,6.802416457852811,0,153.6213005324617,170.0,,TOEFL,79.71079315496372,11.684873142330824,3,1,7.6573005319485565,5.7409801132585905,4.664136121262242,,5.922695490723452,7.318357616008641,8.679613768471507,CS,Top 100,Spring,Yes,0,94.07700025483028,4,Bangalore,1
STU100076,6.936970565708103,Tier 1,Civil,6.08110490542278,0,154.49029800001384,143.06082029696486,4.187491597620368,IELTS,86.11253266362328,18.47808458304568,3,0,4.531312210341102,10.0,5.293606439622277,4.488514120947794,8.748608074003247,5.8732734228699455,7.898127037920635,Robotics,Top 50,Fall,Yes,0,92.87738226470233,2,Pune,1
