user_id,city,device_type,subscription_status,user_segment_label,preferred_cuisine,app_opens_per_month,avg_session_duration_minutes,browse_sessions_without_order,orders_per_month,avg_order_value,monthly_food_spend,discount_usage_rate,promo_orders_ratio,weekend_order_ratio,late_night_orders_ratio,peak_hour_orders_ratio,days_since_last_order,avg_delivery_time_minutes,order_cancellation_rate,app_rating_given,customer_support_chats
ZOM200010,Chennai,Android,Zomato Gold,Long-Term,Fast Food,56.0767461,14.63792745,5.366619013,19.58428903,368.0985583,7465.704833,0.254995168,0.386718784,0.548500452,0.38128089,0.420834711,3.709511435,21.40506233,0,4.731082656,0
ZOM200011,Kolkata,Android,Zomato Gold,New,Italian,6.013110755,4.963544772,11.03205199,1.57481494,302.4595698,86.34719987,0.013004192,0.617723476,0.515905032,0.073816353,0.699952982,71.05410721,33.51678062,0.045657811,3.872939305,0
ZOM200012,Mumbai,Android,Zomato Gold,Returning,Italian,4.51390612,1.666550719,8.154192371,2.53378287,170.0466252,686.2391946,0.48314274,0.449960062,0.436320986,0.108292034,0.438809322,75.84709801,23.69311239,0.074917424,3.640780808,0
ZOM200013,Chennai,Android,None,Returning,Desserts,67.908528,15.93981019,4.852176417,16.10060293,485.6539232,8223.779996,,0.328207148,0.25116126,0.471659919,0.477445238,3.506332286,30.61702727,0.04229748,4.192694906,1
ZOM200014,Bangalore,Android,None,Returning,Fast Food,55.91349704,17.95722688,3.852942364,22.08633877,495.4792271,10944.89764,0.370246431,0.404616201,0.733957142,0.223559108,0.631831152,1.634370847,45.0833974,0.004026795,3.362882289,1
ZOM200015,Pune,Android,None,Returning,Fast Food,57.84951817,10.81643691,4.411172443,20.90674217,330.1392408,7410.209764,0.338756078,0.128890804,0.294793984,0.447755357,0.668689631,1.205748526,23.9086527,0.111402502,3.977113608,3
ZOM200016,Bangalore,iOS,None,New,South Indian,28.11544168,11.03263508,4.677217857,6.584194559,247.9667597,2145.861344,0.368627062,0.388550277,0.694952762,0.476406456,0.47981433,6.393895114,23.13064056,0,4.114337159,0
ZOM200017,Mumbai,Android,Zomato Gold,Long-Term,North Indian,23.66450873,16.16462795,7.36036215,9.879318138,341.5041851,2887.548933,0.248647956,0.330520475,0.506217008,0.141007403,0.254021615,7.184980545,35.0633441,0.040811081,4.307464523,0
ZOM200018,Kolkata,Android,Zomato Gold,Returning,,21.6532409,11.33529703,7.185280964,9.24290705,352.4500779,2393.218733,0.532236096,0.565395148,0.375399875,0.231868453,0.738931594,6.898484215,35.30451389,0.078286371,4.487850218,2
ZOM200019,Hyderabad,Android,None,Returning,Chinese,33.27116503,11.38130808,7.884411811,11.60294891,313.2354395,2982.993541,0.430194338,0.284634817,0.472443418,0.221394174,0.552260072,8.311955379,38.90936757,0.063348829,3.381667695,1
ZOM200020,Hyderabad,Android,None,Long-Term,Fast Food,19.65397919,7.001011803,4.408196788,2.905528624,222.8527129,1603.214804,0.477823542,0.422557088,0.652369692,0.244097282,0.879439163,18.90691985,45.86919207,0.079827838,3.890206746,0
ZOM200021,Chennai,Android,None,Returning,North Indian,69.45086471,17.10094153,1.371898544,17.12807073,435.0911203,6885.249235,0.065910319,0.228280253,0.606445409,0.372127146,0.569108151,2.288866788,36.14136167,0.070128322,3.486828416,2
ZOM200022,Kolkata,Android,None,Long-Term,South Indian,32.13235595,8.375877835,7.023031351,11.33156364,381.5029554,4181.590881,0.376174208,0.510095806,0.296555333,0.252239592,0.372713245,9.626201379,28.73378278,0.008514777,4.905010364,1
ZOM200023,Pune,Android,None,Returning,Desserts,31.07543332,9.412541295,6.188825635,8.817629278,275.8888029,2479.714035,0.222947041,0.448628228,0.366913152,0.188582444,0.588161871,9.090468299,40.42102426,0.004705389,4.202223707,0
ZOM200024,Kolkata,Android,Zomato Gold,Long-Term,South Indian,33.80079108,9.52730448,2.9399103,3.963039653,233.035761,419.130447,0.349135921,0.546685115,0.348384053,0.334691178,0.384645929,10.70894204,34.05238035,0,3.360127003,0
ZOM200025,Kolkata,Android,None,Returning,North Indian,13.81814389,3.198476349,14.057213,4.111739615,207.4344997,726.8128344,0.731198063,0.312550689,0.550003717,0.037392912,0.583051649,5.69411923,36.15097716,0.10168868,3.42579981,1
ZOM200026,Chennai,Android,None,Long-Term,,66.16173084,9.464044128,1.0091875,12.20287731,537.6429473,5516.083059,0.430417351,0.12765547,0.598664817,0.428829843,0.566875547,4.196439885,22.34155781,0.065786058,4.309142682,1
ZOM200027,Delhi,Android,None,New,Fast Food,39.13869836,10.75018376,6.846124355,8.800533676,295.2124976,3180.013478,0.227741552,0.40321321,0.258894661,0.228700266,0.655190468,5.313409632,33.08394286,0.060744643,4.445035288,0
ZOM200028,Chennai,iOS,None,Long-Term,North Indian,14.76368564,9.679174766,8.257467405,2.323455875,253.5548097,907.595551,0.756450001,0.589539283,0.474838745,0.103807362,0.503431017,15.69097131,48.01377694,0.080061094,3.657839677,1
ZOM200029,Hyderabad,iOS,Zomato Gold,Returning,South Indian,69.68315585,15.49440868,6.96556217,18.48863303,522.8913269,10415.56936,0.267143352,0.343479335,0.634155967,0.300924815,0.288774782,5.233147374,31.64105414,0.100609822,4.019872268,0
ZOM200030,Hyderabad,Android,None,Long-Term,Italian,8.614770592,7.145384843,9.953960213,2.319738093,243.8730082,381.2825617,0.538453421,0.615531436,0.566783317,0.145125349,0.44678927,16.14637349,28.44129787,0.065911541,4.283894398,1
ZOM200031,Hyderabad,Android,Zomato Gold,Returning,Fast Food,55.221628,15.5229503,3.377552591,15.96908771,391.0133912,6075.30528,0.302101307,0.446732533,0.595516202,0.478887905,0.472262419,2.341999239,50.23741281,0.03714634,3.990430967,0
ZOM200032,Pune,Android,None,New,Fast Food,58.17609006,10.68891569,5.697239323,16.82421589,500.781278,8559.290305,0.286064015,0.290729516,0.337858278,0.267558855,0.387573736,3.350177894,38.09107078,0.057678867,3.649019729,1
ZOM200033,Pune,iOS,None,New,South Indian,8.715577702,4.290505858,5.233096963,0.845117456,311.148243,42.00955787,0.32835025,0.363608036,0.612714856,0.280346454,0.617046178,42.33773593,39.41269918,0.01159712,3.623618647,0
ZOM200034,Kolkata,Android,None,Returning,South Indian,9.845517086,5.976455915,9.779946047,1.535286258,179.0471341,0,0.280275224,0.418913836,0.392534645,0.171989507,0.437834896,21.3626348,28.67757626,0.056125001,3.497666276,0
ZOM200035,Bangalore,Android,None,New,Italian,4.560774314,3.95679877,8.38891685,1.553315031,258.1313969,0,0.37860884,0.295177316,0.624475075,0.099528446,0.365838475,32.3246047,37.20944729,0.078103651,4.075247486,0
ZOM200036,Mumbai,Android,None,Long-Term,Fast Food,30.23661438,8.01840814,6.112423097,6.895156347,399.8101264,3690.839743,0.494090821,0.484569517,0.297187478,0.304188572,0.407035222,7.343820867,33.04900978,0.090282901,4.524589466,0
ZOM200037,Hyderabad,Android,Zomato Gold,Long-Term,Fast Food,68.75216957,14.69317416,6.352610644,27.66613791,530.5408317,14254.13891,0.234947512,0.160772177,0.209525417,0.288790164,0.431116818,1.314406605,45.75878429,0.094863957,4.488428,1
ZOM200038,Chennai,Android,None,Long-Term,South Indian,15.92750746,8.188407463,8.10371988,3.106672063,245.4453942,695.7558698,0.682320314,0.645997017,0.768440046,0.333851672,0.632209228,15.70149483,42.63800268,0.123320001,3.736823086,0
ZOM200039,Mumbai,iOS,None,New,Chinese,42.22128232,12.49952246,7.826939528,11.35908681,298.2723431,3179.290275,0.527066934,0.398403273,0.779916683,0.043174174,0.812024889,0,35.46603079,0.018616209,4.518307888,2
ZOM200040,Delhi,Android,Zomato Gold,Returning,South Indian,63.58198375,19.36659948,3.843796647,20.3833043,509.912524,10319.54517,0.283815844,0.262090931,0.375812556,0.35595133,0.612344678,1.577954654,,0.06650456,5,1
ZOM200041,Hyderabad,Android,Zomato Gold,Long-Term,Italian,21.92245185,6.689507348,5.957145451,8.36983719,238.0259998,1597.898803,0.298774268,0.481873371,0.052395172,0.286029249,0.563615135,6.475436438,27.2211642,0.043540724,4.071519762,0
ZOM200042,Hyderabad,iOS,Zomato Gold,New,Chinese,57.85452992,9.302093611,3.491990022,20.42687405,294.0308068,5825.721842,0.290724527,0.342335418,0.21231037,0.234794198,0.535225844,2.104500458,31.84747548,0.039497698,3.257903279,2
ZOM200043,Delhi,iOS,None,New,Chinese,6.074461664,5.395072863,0,2.055470153,120,1193.329003,0.440426265,0.602852372,0.32009036,0.11089536,0.710676712,16.87413168,37.72731443,0.057557942,4.075770981,1
ZOM200044,Kolkata,Android,Zomato Gold,Returning,Italian,25.03972433,11.0513089,7.347481304,9.413680346,332.7117268,3500.080915,0.509807999,0.441028448,0.220008724,0.339937623,0.640749231,3.938802103,39.16593437,0.059181843,4.057732723,0
ZOM200045,Kolkata,Android,None,Returning,North Indian,16.63257272,9.710472354,8.662531481,1.328204915,215.6729012,0,0.509207248,0.725910637,0.406773792,0.196948151,0.779883752,18.35039027,30.92000706,0.104694511,3.713246156,0
ZOM200046,Pune,Android,None,New,Chinese,25.56367153,6.919896833,4.074069118,3.927918955,384.7675882,1260.771728,0.299002202,0.309409934,0.478150905,0.057022159,0.524234792,11.9730642,38.31733103,0.104811332,4.169898677,0
ZOM200047,Bangalore,Android,None,Returning,Desserts,39.93650436,9.982797667,6.838559439,10.97843586,357.5319297,3310.168619,0.263156067,0.401587428,0.314479499,0.190118166,0.640609229,3.238856986,41.78987814,0,4.781369446,1
ZOM200048,Pune,Android,None,New,Italian,21.54495716,12.05311949,7.653417997,11.91841497,277.0685004,2548.391204,0.372126031,0.435561195,0.258854343,0.216697972,0.642254026,8.079371137,46.47684293,0.040994808,4.66840681,0
ZOM200049,Chennai,Android,None,Returning,South Indian,73.89987562,8.614015331,4.085656241,7.630351237,225.8465054,2202.291417,0.45409427,0.529613807,0.331028098,0.4129286,0.854735311,3.860993039,47.0997965,0.074573918,3.611319839,0
ZOM200050,Kolkata,Android,Zomato Gold,New,,8.699360552,3.216939027,8.331594402,2.483303861,203.5269984,410.2571849,0.071665865,0.353689605,0.346575191,0.052540142,0.504803822,41.80947208,17.82373207,0.079105102,3.952849459,1
ZOM200051,Mumbai,iOS,None,Returning,North Indian,20.30131442,6.145608535,3.83714028,2.340125051,246.8992978,1239.726707,0.60815324,0.673283764,0.49114803,0.379751363,0.568152131,12.88127709,21.80219427,0.028900345,4.054791237,1
ZOM200052,Chennai,Android,None,Long-Term,Italian,9.334160776,2.235614878,7.861275632,0.403869964,258.3150536,0,0.151263503,0.214645025,0.420699065,0.146542241,0.861984051,40.47918894,29.96692104,0.009792089,3.984926519,2
ZOM200053,Delhi,Android,Zomato Gold,Returning,South Indian,7.587848976,3.667112275,5.232224749,0,120,555.0262425,0.158562166,0.467371804,0.340059678,0.117719772,0.657469743,49.86065743,,0.065257548,4.261825744,2
ZOM200054,Kolkata,iOS,None,Returning,North Indian,10.60463663,8.544456203,10.89453552,6.662132641,297.1575942,1991.916735,0.793156928,0.737044226,0.42231769,0.104436595,0.564834584,16.48633737,32.74568487,0.021139026,5,0
ZOM200055,Kolkata,Android,None,Long-Term,,8.428884834,3.183933341,3.145639942,2.059838389,210.6803582,413.0745606,0.111542864,0.952236797,0.567407419,0.223236893,0.568581569,29.77907272,42.07131261,0.06444738,3.267461176,0
ZOM200056,Hyderabad,Android,Zomato Gold,New,Fast Food,76.71662312,17.96726355,4.774293314,14.87950335,398.8490123,6437.999361,0.404570247,0.488104708,0.81200817,0.358560557,0.72027446,1.816468556,37.56228776,0.075386114,5,0
ZOM200057,Hyderabad,Android,None,New,North Indian,61.34664047,12.12205774,6.423233958,23.053503,419.2333581,9804.979491,0.289199666,0.32549121,0.251945801,0.183312474,0.633086566,3.944320886,28.16028138,0.08600397,3.901256281,0
ZOM200058,Mumbai,Android,None,New,Italian,59.00633506,13.96941762,6.095443027,19.10943017,453.5639615,8790.907017,0.361308463,0.467156484,0.423780091,0.464253476,0.8134079,2.390665539,26.6320913,0.075580147,3.878942523,0
ZOM200059,Chennai,iOS,None,Returning,South Indian,18.43056094,12.53330864,9.045289028,8.174612625,281.0119655,2631.723557,0.385044059,0.300829881,0.467341799,0.191163511,0.766415537,3.885519561,24.91496448,0.052769003,4.253972903,1
ZOM200060,Hyderabad,Android,None,New,Fast Food,42.94667601,10.66468911,4.562858726,6.827923372,307.4760697,884.7681895,,0.425229537,0.690937901,0.241806264,0.567575506,8.798146806,24.61753352,0.048196915,4.408536275,1
ZOM200061,Kolkata,Android,Zomato Gold,New,Chinese,57.88909254,7.565774551,3.129976064,6.553434446,413.0318098,3014.145668,0.451275167,0.413329418,0.379110087,0.158447345,0.229621074,2.60170497,27.85988354,0.110850081,3.896399356,0
ZOM200062,Pune,Android,Zomato Gold,Long-Term,South Indian,9.93264818,3.867902818,5.559551731,2.924403645,210.5785046,348.9189684,0.354632845,1,0.523926421,0.073764135,0.549851768,35.07472855,,0.051402709,4.980017717,1
ZOM200063,Chennai,Android,None,Long-Term,Chinese,25.91399322,10.49331061,7.063230684,8.955782599,186.7704466,1103.332932,0.371788689,0.243995826,0.695266729,0.264454986,0.38321361,11.80514061,34.30322533,0,4.220648393,2
ZOM200064,Chennai,Android,Zomato Gold,Returning,Desserts,26.72369095,9.419460918,6.857576935,6.731684985,216.6105392,1163.898559,0.106680706,0.290050741,0.439691296,0.305935451,0.352252619,3.200495466,31.69284738,0.069792576,3.727043351,0
ZOM200065,Kolkata,Android,None,Long-Term,Chinese,39.90539202,9.626393556,8.541467853,4.156657244,418.1937664,1351.021625,0.369019827,0.409076781,0.230843643,0.298988686,0.435128479,13.39117812,23.16358835,0.055617372,4.334123782,1
ZOM200066,Delhi,Android,None,Returning,Desserts,65.56336287,15.83530552,0.809951247,22.2220343,416.7758497,10047.59002,0.051990032,0.422906229,0.728709375,0.35935828,0.467058914,3.990896207,39.36114716,0.042304043,4.859655366,0
ZOM200067,Kolkata,Android,None,Returning,Desserts,4.669540683,5.483237158,15.32702428,0,132.9287813,0,0.771484388,0.495220861,0.348896876,0.127203144,0.760089662,37.68868166,34.20106365,0.074495678,4.104742202,1
ZOM200068,Pune,Android,None,New,South Indian,76.99638079,13.67641691,0,14.53934726,264.3721837,4107.164988,0.130253081,0.36134052,0.621483717,0.206761482,0.302960897,0.977452126,24.38742534,0.085205092,4.439366714,1
ZOM200069,Pune,iOS,Zomato Gold,Returning,North Indian,5.880287065,1.737051284,10.16116594,1.943306825,230.9829553,732.1916026,0.479843604,0.365394013,0.577219298,0.286059382,0.678322836,53.44151345,36.18450657,0.091575492,4.555204769,0
ZOM200070,Kolkata,Android,None,Long-Term,South Indian,18.28913253,4.224245074,10.30527224,5.551288716,277.7315815,1336.307662,0.476423208,0.808744722,0.217016217,0.211260898,0.334793833,17.92447337,30.86868964,0.089111916,4.033887949,1
ZOM200071,Bangalore,Android,None,Returning,Fast Food,61.98502636,14.90915127,5.721404711,21.98856566,420.7754083,8919.723775,0.313951988,0.266803976,0.405328758,0.398672315,0.493517361,6.798708143,33.25097042,0.10541927,4.04004015,0
ZOM200072,Delhi,iOS,None,Long-Term,South Indian,67.49178672,15.62072163,5.507120309,24.66043933,406.7650005,10014.89906,0.248602995,0.113754632,0.523042381,0.328796254,0.858793598,9.020003475,20.85912843,0.061953414,3.980409257,0
ZOM200073,Chennai,iOS,None,Returning,Chinese,8.262162855,3.033763423,10.92329812,0.517519274,289.8657981,0,0.444533071,0.293287789,0.506710366,0.068394651,0.478288749,42.84005004,36.0038532,0.057693783,4.152805916,1
ZOM200074,Bangalore,Android,None,Long-Term,North Indian,19.66875294,7.898515512,12.79474746,2.47862964,264.6490048,264.8425439,,0.734706399,0.212392682,0.139379153,0.386936515,6.88573387,35.81993974,0.053222334,4.334716856,2
ZOM200075,Bangalore,Android,None,Long-Term,Desserts,8.244647836,8.094358962,14.49584062,5.576985645,298.7931602,2178.21862,0.440308451,0.653812121,0.603913985,0.040899289,0.207495239,13.85576867,38.55133645,0.055857754,4.092849334,0
ZOM200076,Hyderabad,Android,None,Long-Term,Fast Food,17.81318677,6.417416427,6.462322769,3.26982529,382.1582854,2121.434544,0.415366727,0.826460734,0.463497711,0.338021143,0.768910953,16.05800716,24.5783826,0.0998801,4.721295678,1
ZOM200077,Mumbai,iOS,None,Long-Term,Fast Food,60.12841977,6.055288486,3.697328913,14.08174935,495.9113942,6989.928256,0.230926678,0.49375277,0.725437466,0.320756217,0.243827679,5.384003455,,0.106023331,4.291429149,0
ZOM200078,Chennai,Android,Zomato Gold,Long-Term,Chinese,36.53030608,11.72227955,4.367891882,8.168247969,301.1375631,1785.829227,0.322640438,0.322928052,0.625330427,0.133845864,0.479619152,0.537434877,34.50216377,0.09157037,4.0938597,0
ZOM200079,Bangalore,Android,None,Long-Term,Chinese,58.85049562,16.79473887,4.582895632,19.28598131,441.92138,9124.097083,0.163914614,0.392490899,0.417083408,0.345058867,0.527409091,0,38.18694454,0.075098052,3.97915638,0
ZOM200080,Kolkata,Android,Zomato Gold,Returning,Chinese,5.461594927,4.440249461,7.846265184,2.022941315,240.171406,741.7260839,0.153666712,0.319131389,0.125660786,0.157229004,0.432407633,39.43242418,19.51682163,0.104850552,3.477103588,1
ZOM200081,Hyderabad,iOS,Zomato Gold,Returning,Desserts,14.72204241,10.77809939,11.88548709,3.85728979,254.3224826,1515.102126,0.471522583,0.515311819,0.444780645,0.071745002,0.681706236,12.77133111,31.11548882,0.101955942,4.521872831,1
ZOM200082,Hyderabad,Android,None,New,North Indian,44.78238909,13.26763477,6.956346641,9.768383218,334.03283,3063.033178,0.545047463,0.246173715,0.360302008,0.308419315,0.710317037,7.959967685,33.8381857,0.095600215,3.901137034,1
ZOM200083,Delhi,Android,None,Long-Term,Fast Food,53.81725845,14.41553175,1.867325791,12.58940252,406.6544413,5633.746031,0.196972864,0.464719285,0.524138162,0.176888562,0.601165901,5.045449926,34.28588969,0.051213928,3.959060531,1
ZOM200084,Bangalore,Android,None,Long-Term,North Indian,28.75224234,14.14160602,3.469263586,5.18852519,271.9169046,1263.840193,0.488282855,0.421379448,0.56742886,0.131863554,0.401032359,7.041331346,15,0.027962494,3.758415064,0
ZOM200085,Pune,Android,None,Long-Term,Italian,21.04348038,12.03872333,8.5950677,10.98330897,308.6229539,2950.521036,0.443732973,0.4115381,0.666803974,0.237662828,0.724784058,9.043906207,26.32123686,0,4.020538273,1
ZOM200086,Chennai,iOS,None,Long-Term,Italian,28.61518847,9.86501964,9.613186644,0,201.264294,0,0.550772941,0.646294993,0.478959646,0.104136165,0.152638281,2.405354291,29.17204216,0.043398533,3.194383025,0
ZOM200087,Kolkata,Android,None,Returning,North Indian,6.247358032,9.017739006,12.34208598,8.752525492,318.3594943,2777.463187,0.775518087,0.680472618,0.450080176,0.254901811,0.773737689,24.43140131,28.39218005,0.101754296,4.111792006,1
ZOM200088,Mumbai,Android,None,Returning,Desserts,6.618829218,1.948542514,9.096840359,0.632437074,198.0310157,1088.228661,0.590984887,0.455798504,0.391563851,0.172377262,0.487823368,30.81295186,31.66381182,0.110939746,4.923411964,0
ZOM200089,Chennai,iOS,None,Long-Term,Italian,41.38678441,14.07365462,7.47777596,8.725932873,457.4382798,4359.643622,0.360219078,0.533815823,0.282378418,0.379086699,0.421575278,3.921875656,21.46008736,0.0299533,3.506134283,3
ZOM200090,Pune,Android,None,Returning,North Indian,57.97271984,18.79805261,3.454315986,19.24974465,358.1665341,6509.750886,0.230577488,0.412501188,0.627780256,0.415707368,0.412613205,3.43554059,25.64415316,0.10217401,4.50035283,0
ZOM200091,Bangalore,Android,None,Long-Term,Italian,21.94840545,8.076076728,5.907938534,2.040572843,285.1845021,465.5350386,0.538521248,0.975898601,0.423398774,0.19907377,0.513837597,15.12941019,23.31824512,0.042112147,4.54233875,1
ZOM200092,Pune,iOS,None,New,Desserts,16.71227601,7.09207162,13.13833143,6.122143205,289.7677499,2575.435273,0.460234567,0.805394558,0.271136653,0.231060382,0.559160437,17.47301894,35.34512705,0.064019941,3.098320985,0
ZOM200093,Bangalore,iOS,None,Long-Term,,5.850279991,5.541019778,3.763215222,4.834690956,291.4929706,1652.926949,0.472275331,0.76144809,0.28839951,0.289666241,0.363162639,0.843329354,26.19206057,0.033354349,4.340543332,1
ZOM200094,Pune,Android,None,Long-Term,South Indian,8.46978451,4.326037439,9.925113955,3.208860668,307.7469667,1224.927676,0.552880711,0.894676875,0.419098296,0.154413238,0.593644998,11.53792264,45.25088148,0.115976649,4.371159619,0
ZOM200095,Chennai,Android,None,Returning,Fast Food,35.39459869,12.83296354,4.650071093,8.124416481,197.0852146,1506.477419,0.24460715,0.528503387,0.527514091,0.218134074,0.653635426,6.38510695,15,0.120533212,3.69212909,0
ZOM200096,Kolkata,Android,None,Returning,North Indian,36.66930787,7.931228319,7.374610798,7.367057162,317.2741009,1918.308212,0.488162882,0.567812104,0.614890352,0.344782639,0.336973297,7.94059035,31.81402453,0.003890965,3.44818164,0
ZOM200097,Bangalore,iOS,None,Long-Term,South Indian,39.54547203,11.00954348,5.830534828,10.35041483,375.9994916,5034.142422,0.360548414,0.460695318,0.710773427,0.257442425,0.77884761,7.858742328,35.58275284,0.046561586,4.106240753,1
ZOM200098,Delhi,Android,None,Long-Term,South Indian,68.31341647,13.44294651,2.949934884,19.682366,407.2583718,7737.190332,0.30953898,0.186227292,0.408807429,0.241890169,0.348452615,2.47980422,23.47653201,0.090792548,4.825471105,2
ZOM200099,Hyderabad,Android,None,Returning,South Indian,70.33400851,9.298860282,0.13988654,23.23437385,340.0319159,8598.379738,0.360254811,0.312086962,0.322038482,0.501931529,0.524447962,0,38.55559725,0.039687285,4.880945301,0
ZOM200100,Hyderabad,iOS,None,Returning,North Indian,55.37312968,14.49031197,4.591444587,12.26898249,390.1042847,4759.237503,0.312833276,0.474584096,0.550942071,0.36134109,0.609840046,0.185824262,20.16814482,0.054606078,4.647304805,1
ZOM200101,Chennai,iOS,None,Long-Term,Italian,21.08854812,8.472205747,9.370325012,0.353448021,258.7508762,0,0.82951369,0.76961163,0.396855166,0.348808359,0.562179795,15.32485983,37.60579475,0.013079749,5,0
ZOM200102,Delhi,Android,None,Long-Term,North Indian,45.33943499,9.851262584,4.203498385,13.24397936,315.4351243,4413.330759,0.197144308,0.286679112,0.494951639,0.37208223,0.689865004,6.01273583,25.15380639,0.041579217,4.049857829,0
ZOM200103,Hyderabad,Android,Zomato Gold,Returning,Italian,39.72003809,11.54070728,4.958391206,10.60019978,,4393.025037,0.15336855,0.354397957,0.423082974,0.128593621,0.560133303,3.096957291,35.89715029,0.049500711,4.038764476,0
ZOM200104,Kolkata,Android,None,New,Chinese,4.368512838,5.812773291,10.58963305,2.392734906,213.9015595,369.5266839,0,0.391556773,0.422341056,0.183544257,0.332613126,81.54025199,29.42283223,0.034657363,4.719990495,2
ZOM200105,Chennai,Android,None,New,North Indian,35.54680355,10.78982752,2.447741586,13.21347212,380.9895344,4798.422976,0.533610739,0.436572267,0.033379106,0.357275979,0.430341025,15.10356409,18.33017278,0.081329331,3.014462726,0
ZOM200106,Bangalore,Android,None,Returning,North Indian,48.60343437,9.007050306,6.973327485,9.23906489,390.1048212,3639.46339,0.297483401,0.563975705,0.511427021,0.092069552,0.473822266,8.452751324,38.88284378,0.075415768,4.059858815,0
ZOM200107,Chennai,Android,Zomato Gold,Returning,Fast Food,18.99567518,7.234583736,6.323872335,3.059294473,315.5149793,354.4440949,0.286555338,0.288526287,0.245668054,0.271443975,0.78931322,21.9882384,,0.026278123,3.242929162,0
ZOM200108,Pune,Android,None,New,Chinese,23.69188021,9.864265706,4.510223194,6.016229962,410.8160194,2183.308198,0.283946992,0.198738056,0.274027957,0.425237761,0.492904106,4.702380291,35.02937527,0.028808693,4.329040647,0
ZOM200109,Mumbai,Android,None,Returning,Chinese,52.48621754,12.28787764,4.235220534,19.27024511,487.9693965,10118.92745,0.2374145,0.427569085,0,0.392227751,0.375495598,5.825733545,38.46307744,0.009124927,4.819300403,2
ZOM200110,Mumbai,iOS,None,Long-Term,South Indian,21.0770574,8.939998774,9.240701895,6.125775368,396.5604507,2270.926105,0.290717706,0.544418551,0.115992794,0.229673068,0.911760846,8.33167594,40.31383001,0.058784805,3.796904575,2
ZOM200111,Delhi,Android,None,Returning,Fast Food,53.45305257,16.90259556,0.864829664,14.82321686,386.1382474,5044.117953,0.195250856,0.319030106,0.548835681,0.420682582,0.442432269,3.743100797,28.44549623,0,4.194467504,1
ZOM200112,Hyderabad,Android,None,New,Fast Food,4.050438619,3.201447466,10.2801234,0,319.035672,0,0.586361593,0.468422605,0.447786469,0.21951262,0.511474512,59.68394581,30.43151753,0.0702409,3.228529249,0
ZOM200113,Chennai,iOS,None,Long-Term,Desserts,7.995017747,4.021015312,11.64885584,1.864905644,222.2801887,355.6812204,0.291644782,0.347721662,0.342016311,0,0.309804872,54.90715801,25.81884619,0.126192117,4.172860222,1
ZOM200114,Kolkata,Android,None,New,Italian,15.4090647,9.862625226,10.50212711,3.534057144,159.8946051,534.1922539,0.511476924,0.794311326,0.415017052,0.130663823,0.548985724,15.72446658,38.07336636,0,4.370787289,1
