customer_id,age,annual_income,employment_years,credit_score,debt_ratio,missed_payments_12m,loan_amount,interest_rate,prior_default,home_ownership,purpose,region,channel,application_month,default
CUST-00096,46,51428.35,5.8,606,0.453,2,5465.48,8.74,0,RENT,vehicle,west,partner,8,1
CUST-00097,47,84211.87,6.9,606,0.143,1,38954.78,8.57,1,RENT,debt_consolidation,east,web,6,0
CUST-00098,63,29670.76,11.1,553,0.443,0,36865.0,9.18,0,MORTGAGE,home_improvement,south,branch,7,1
CUST-00099,35,38726.91,5.7,709,0.168,0,56775.32,5.6,0,MORTGAGE,small_business,east,partner,4,0
CUST-00100,57,38937.02,7.8,713,0.357,3,11991.43,8.12,1,RENT,vehicle,south,mobile,6,0
CUST-00101,29,50074.09,6.3,634,0.416,1,28332.88,7.93,0,RENT,debt_consolidation,south,partner,11,0
CUST-00102,42,60820.25,5.7,544,0.34,1,19918.79,9.12,0,RENT,debt_consolidation,north,mobile,2,0
CUST-00103,24,45049.84,2.6,670,0.285,0,7323.33,7.85,0,MORTGAGE,debt_consolidation,east,branch,1,0
CUST-00104,28,41597.27,3.8,724,0.337,2,7929.5,7.42,0,MORTGAGE,debt_consolidation,south,web,2,0
CUST-00105,46,240000.0,1.8,531,0.096,1,16734.24,6.34,0,MORTGAGE,small_business,east,mobile,7,0
CUST-00106,55,81931.43,1.5,574,0.234,1,33405.04,7.21,0,RENT,debt_consolidation,north,branch,2,0
CUST-00107,45,43655.23,2.2,608,0.517,0,34000.32,6.77,0,RENT,home_improvement,west,web,5,1
CUST-00108,46,171591.17,5.7,640,0.244,0,25199.18,6.93,1,OWN,vehicle,west,web,12,0
CUST-00109,50,44983.03,16.7,685,0.101,0,8600.9,4.47,0,OWN,vehicle,north,branch,7,0
CUST-00110,49,99550.36,2.3,759,0.191,1,30635.39,3.5,0,MORTGAGE,debt_consolidation,east,web,9,0
CUST-00111,33,59841.15,8.1,666,0.365,0,23474.98,7.62,0,MORTGAGE,debt_consolidation,south,web,4,0
CUST-00112,70,25979.24,15.4,644,0.097,0,30032.35,5.87,0,RENT,vehicle,south,web,9,0
CUST-00113,35,51404.44,9.2,542,0.504,1,11486.77,10.13,1,MORTGAGE,debt_consolidation,east,web,6,1
CUST-00114,45,92751.6,11.6,757,0.175,1,24198.09,4.18,0,MORTGAGE,home_improvement,north,web,9,0
CUST-00115,43,74334.87,18.6,724,0.244,1,7739.3,3.54,0,OWN,education,west,web,4,0
CUST-00116,21,26837.88,3.0,601,0.398,3,17499.24,8.69,0,MORTGAGE,debt_consolidation,north,mobile,6,0
CUST-00117,36,27115.83,4.8,754,0.379,2,18151.71,8.17,0,OWN,debt_consolidation,south,web,7,0
CUST-00118,48,97019.55,6.4,561,0.304,0,45507.94,7.36,0,MORTGAGE,debt_consolidation,south,web,10,0
CUST-00119,36,64781.11,6.7,652,0.165,0,13738.72,5.67,0,OWN,debt_consolidation,south,partner,9,0
CUST-00120,54,62143.41,3.1,675,0.301,1,17941.65,9.28,1,OWN,vehicle,west,web,9,0
CUST-00121,54,74164.67,2.9,549,0.792,1,57617.54,11.23,0,OTHER,home_improvement,north,partner,11,1
CUST-00122,47,56165.71,6.2,620,0.529,1,21096.14,8.28,0,OTHER,debt_consolidation,north,web,6,0
CUST-00123,37,52602.34,14.8,653,0.106,1,7216.09,8.06,1,OTHER,debt_consolidation,east,web,3,0
CUST-00124,47,62170.73,5.4,606,0.216,0,20221.96,6.77,0,RENT,medical,east,branch,12,0
CUST-00125,32,70828.81,9.1,739,0.343,0,43660.56,4.96,0,RENT,medical,west,partner,7,0
CUST-00126,63,90464.39,8.3,740,0.329,0,13246.74,4.74,0,MORTGAGE,medical,south,mobile,3,0
CUST-00127,29,46350.37,7.8,635,0.407,0,8392.78,8.43,0,RENT,debt_consolidation,west,mobile,11,0
CUST-00128,37,75356.02,2.0,496,0.7,0,6992.73,12.08,0,MORTGAGE,vehicle,north,mobile,1,1
CUST-00129,34,58023.89,16.0,654,0.251,0,12497.4,6.68,0,RENT,vehicle,west,web,10,0
CUST-00130,39,102092.12,8.7,731,0.302,0,13050.07,3.5,0,RENT,home_improvement,east,web,11,0
CUST-00131,52,34327.47,7.0,453,0.397,0,10139.86,10.57,0,RENT,medical,north,branch,9,0
CUST-00132,28,144990.74,7.1,699,0.668,0,11469.34,8.95,0,RENT,education,south,mobile,7,0
CUST-00133,48,75179.87,,548,0.104,1,25133.36,7.92,0,MORTGAGE,debt_consolidation,east,web,12,0
CUST-00134,34,98692.48,,671,0.212,0,67452.22,5.62,0,RENT,debt_consolidation,north,mobile,11,0
CUST-00135,27,167277.01,9.0,734,0.186,0,90000.0,5.73,0,MORTGAGE,debt_consolidation,east,branch,7,0
CUST-00136,44,79710.76,5.8,636,0.258,1,15752.96,7.67,0,MORTGAGE,debt_consolidation,north,web,11,0
CUST-00137,41,157178.93,3.7,579,0.441,0,13270.73,8.2,0,RENT,medical,west,web,4,0
CUST-00138,23,79940.0,3.1,676,0.653,1,4837.83,6.74,0,MORTGAGE,debt_consolidation,west,web,8,0
CUST-00139,37,37749.4,11.4,566,0.453,0,25939.36,10.02,0,MORTGAGE,vehicle,north,web,1,0
CUST-00140,54,140797.82,4.3,668,0.241,4,35089.28,8.04,0,MORTGAGE,debt_consolidation,west,branch,5,0
CUST-00141,53,108569.47,8.1,694,0.419,0,8355.93,8.51,0,OWN,home_improvement,west,partner,10,0
CUST-00142,21,49894.59,2.5,668,0.308,1,24554.88,8.44,0,MORTGAGE,debt_consolidation,east,web,12,0
CUST-00143,28,40315.87,4.0,639,0.11,0,14300.05,4.52,0,MORTGAGE,small_business,east,web,4,0
CUST-00144,45,240000.0,5.5,758,0.221,2,24627.14,4.09,0,MORTGAGE,vehicle,north,mobile,5,0
CUST-00145,32,41600.28,3.5,596,0.106,1,15417.76,8.02,0,MORTGAGE,debt_consolidation,west,mobile,6,0
CUST-00146,50,73210.41,18.6,615,0.649,2,68892.39,9.38,0,RENT,debt_consolidation,south,mobile,9,1
CUST-00147,58,97735.11,8.7,681,0.381,0,39306.48,7.44,0,OTHER,vehicle,east,partner,5,0
CUST-00148,54,67300.71,8.6,602,0.468,1,26617.46,8.84,1,RENT,debt_consolidation,west,mobile,6,0
CUST-00149,59,119890.69,1.8,705,0.577,0,10490.32,6.08,0,OWN,home_improvement,east,web,5,0
CUST-00150,40,58828.24,7.2,709,0.431,1,26021.01,8.46,0,OWN,medical,west,web,3,0
CUST-00151,41,119516.96,2.2,726,0.268,0,15378.02,4.87,0,RENT,education,south,partner,1,0
CUST-00152,21,93137.18,3.0,615,0.27,1,18523.24,9.82,0,MORTGAGE,debt_consolidation,south,web,3,0
CUST-00153,56,53517.63,5.7,680,0.401,1,7711.75,6.72,0,RENT,debt_consolidation,west,web,8,0
CUST-00154,36,59283.63,1.2,678,0.341,0,12580.39,5.69,0,MORTGAGE,home_improvement,north,partner,10,0
CUST-00155,49,171576.22,3.2,739,0.15,0,11239.45,4.16,0,RENT,debt_consolidation,north,branch,6,0
CUST-00156,49,65563.24,6.3,642,0.046,0,90000.0,5.99,0,OWN,home_improvement,south,web,10,0
CUST-00157,32,73986.77,4.4,603,0.338,1,18052.21,6.22,0,,vehicle,north,web,11,0
CUST-00158,40,98686.52,5.8,629,0.413,0,6403.88,7.96,0,MORTGAGE,debt_consolidation,south,web,6,0
CUST-00159,41,68331.87,6.2,777,0.337,1,12549.15,5.87,0,RENT,education,east,web,7,0
CUST-00160,27,106128.07,9.0,776,0.134,1,11847.76,4.61,0,MORTGAGE,home_improvement,west,web,4,0
CUST-00161,50,70307.2,10.2,701,0.274,1,9763.06,8.35,1,MORTGAGE,debt_consolidation,south,partner,9,0
CUST-00162,46,40930.39,1.7,707,0.137,1,13618.51,4.58,0,MORTGAGE,vehicle,south,web,10,0
CUST-00163,27,116627.68,9.0,694,0.168,0,33334.15,9.12,1,OWN,home_improvement,east,partner,3,0
CUST-00164,41,52067.72,3.2,796,0.302,0,82137.99,5.11,0,RENT,vehicle,east,branch,7,0
CUST-00165,60,98556.05,6.3,723,0.705,0,13943.63,6.59,0,RENT,vehicle,north,web,8,0
CUST-00166,27,18000.0,9.0,657,0.136,1,5919.61,5.62,0,MORTGAGE,education,west,mobile,7,0
CUST-00167,27,66935.69,9.0,670,0.208,1,28164.58,6.2,0,RENT,small_business,east,web,7,0
CUST-00168,48,30396.92,12.9,693,0.124,1,13827.29,5.47,0,OWN,debt_consolidation,west,partner,1,0
CUST-00169,21,78473.92,2.2,780,0.517,1,40907.25,5.6,0,MORTGAGE,home_improvement,west,branch,7,0
CUST-00170,30,93627.53,5.1,805,0.232,3,24045.59,5.71,0,MORTGAGE,medical,west,web,9,0
CUST-00171,46,94172.94,10.6,648,0.2,0,16965.37,5.24,0,MORTGAGE,education,west,branch,3,0
CUST-00172,37,91260.66,3.7,621,0.485,0,10589.36,8.73,0,MORTGAGE,education,west,partner,12,0
CUST-00173,37,54931.76,6.6,742,0.06,0,35279.1,4.38,0,MORTGAGE,debt_consolidation,south,branch,6,0
CUST-00174,40,44869.7,13.3,790,0.411,0,21465.16,5.3,0,OWN,small_business,south,web,7,0
CUST-00175,41,55901.64,8.9,723,0.16,2,12077.05,5.94,0,RENT,debt_consolidation,west,web,6,0
CUST-00176,48,31774.14,11.3,651,0.304,0,34503.54,6.86,0,OWN,debt_consolidation,south,web,8,0
CUST-00177,42,46827.39,10.7,729,0.415,0,25515.79,6.2,0,RENT,vehicle,north,web,8,0
CUST-00178,32,81105.87,13.4,714,0.288,1,18794.22,5.54,0,OWN,medical,east,mobile,2,0
CUST-00179,39,28764.84,4.3,632,0.276,2,10317.2,7.92,0,RENT,debt_consolidation,east,web,3,0
CUST-00180,52,100014.65,2.8,637,0.044,1,30346.5,6.71,0,RENT,education,west,branch,6,0
CUST-00181,57,79641.04,4.1,499,0.496,0,32156.9,10.24,0,MORTGAGE,vehicle,west,web,7,0
CUST-00182,38,89106.65,7.3,685,0.194,0,38978.46,5.71,0,RENT,debt_consolidation,north,web,3,0
CUST-00183,31,75083.79,3.6,679,0.696,1,25236.82,8.66,0,RENT,debt_consolidation,west,partner,5,0
CUST-00184,41,127782.01,8.9,672,0.174,0,17129.2,6.44,0,RENT,debt_consolidation,north,web,5,0
CUST-00185,35,50681.03,17.0,640,0.299,0,13357.07,5.62,0,RENT,debt_consolidation,north,partner,12,1
CUST-00186,52,99267.38,5.0,637,0.213,3,6304.64,7.66,0,MORTGAGE,small_business,south,mobile,5,0
CUST-00187,35,75836.28,4.4,753,0.531,1,9564.1,5.45,0,RENT,small_business,west,partner,4,0
CUST-00188,44,44275.57,8.4,650,0.107,0,42195.62,5.63,0,MORTGAGE,medical,east,branch,6,0
CUST-00189,46,46993.97,9.1,561,0.23,0,28675.09,9.76,0,MORTGAGE,vehicle,east,mobile,11,0
CUST-00190,43,91515.42,10.9,595,0.642,1,7120.23,10.47,0,MORTGAGE,vehicle,west,branch,11,1
CUST-00191,52,31879.97,11.0,613,0.324,1,33376.2,8.93,0,RENT,home_improvement,west,branch,5,0
CUST-00192,49,46319.94,8.0,409,0.02,2,19022.56,9.65,0,MORTGAGE,home_improvement,south,web,6,1
CUST-00193,36,57509.33,5.2,739,0.262,0,54506.58,6.12,0,MORTGAGE,medical,north,branch,3,0
CUST-00194,38,86037.77,14.6,589,0.358,0,9095.96,8.96,0,MORTGAGE,debt_consolidation,south,web,3,0
CUST-00195,47,121472.24,7.0,614,0.29,0,76928.05,6.94,0,MORTGAGE,debt_consolidation,west,web,8,0
CUST-00196,35,62671.75,7.7,746,0.468,2,11359.09,6.46,0,RENT,education,east,mobile,1,0
CUST-00197,44,94249.42,13.8,568,0.307,0,6038.06,8.01,0,RENT,medical,west,branch,8,0
CUST-00198,54,99853.59,16.2,674,0.336,0,8157.62,6.68,0,OWN,education,north,partner,1,0
CUST-00199,54,56466.31,4.9,612,0.182,2,17609.71,8.16,0,OWN,vehicle,west,branch,6,0
CUST-00200,33,50475.34,,735,0.221,1,7757.62,6.32,0,OWN,vehicle,north,web,3,0
CUST-00201,70,64541.69,3.2,652,0.082,0,33309.27,4.43,0,MORTGAGE,medical,south,partner,3,0
CUST-00202,48,89697.18,15.4,619,0.153,1,16405.3,6.74,0,MORTGAGE,home_improvement,east,branch,10,0
CUST-00203,28,73171.37,9.8,778,0.137,1,17878.28,5.24,0,RENT,home_improvement,north,web,5,0
CUST-00204,38,106456.02,13.2,743,0.117,1,18101.82,3.5,0,OWN,education,west,web,6,0
CUST-00205,36,18000.0,12.5,701,0.326,2,23824.49,7.51,0,MORTGAGE,debt_consolidation,north,web,12,0
CUST-00206,48,75878.68,7.9,659,0.28,0,16223.98,7.87,0,RENT,home_improvement,east,partner,10,0
CUST-00207,21,69187.55,3.0,697,0.433,3,25546.78,8.11,0,RENT,medical,north,web,1,0
CUST-00208,60,105556.05,,564,0.311,0,10248.08,7.65,0,MORTGAGE,debt_consolidation,west,branch,6,0
CUST-00209,35,54439.29,17.0,630,0.629,0,6345.4,8.78,0,RENT,home_improvement,east,branch,8,0
CUST-00210,38,48429.71,9.9,629,0.721,2,18007.52,9.71,1,RENT,education,east,web,2,1
CUST-00211,36,51225.22,8.3,614,0.117,0,21033.9,6.73,0,RENT,education,west,branch,10,0
CUST-00212,33,33350.94,8.5,630,0.565,2,12433.91,8.58,0,RENT,medical,west,branch,1,0
CUST-00213,47,85641.74,7.9,616,0.377,1,24332.27,8.26,0,RENT,medical,north,mobile,12,0
CUST-00214,42,34218.89,8.3,715,0.204,3,16596.06,6.36,0,RENT,medical,north,web,2,0
CUST-00215,26,,3.6,689,0.173,0,19821.59,7.05,0,RENT,debt_consolidation,north,partner,7,0
CUST-00216,28,40569.87,1.8,648,0.586,0,22690.89,9.79,0,OWN,vehicle,west,partner,8,1
CUST-00217,21,119296.38,2.1,629,0.24,0,10091.45,7.18,0,MORTGAGE,debt_consolidation,east,partner,5,0
CUST-00218,31,158516.08,4.1,691,0.343,2,9206.02,7.86,0,MORTGAGE,medical,east,mobile,2,0
CUST-00219,34,,6.0,692,0.633,0,13081.54,7.39,0,MORTGAGE,debt_consolidation,west,branch,5,0
CUST-00220,51,96987.03,1.4,742,0.295,0,7060.96,7.1,1,MORTGAGE,education,east,web,7,0
CUST-00221,45,192007.95,21.5,684,0.64,1,13119.95,9.41,0,MORTGAGE,home_improvement,north,mobile,8,0
CUST-00222,40,94177.79,7.1,689,0.308,0,48780.05,4.99,0,MORTGAGE,debt_consolidation,east,mobile,1,0
CUST-00223,34,49115.08,4.6,553,0.141,0,10700.82,8.35,0,OWN,debt_consolidation,east,web,12,0
CUST-00224,47,74796.56,5.2,713,0.282,2,9432.5,6.54,1,RENT,vehicle,east,web,9,0
CUST-00225,25,27481.94,6.2,562,0.209,0,5926.53,8.39,0,MORTGAGE,education,north,mobile,1,0
CUST-00226,34,25904.27,16.0,580,0.257,2,20430.8,8.1,0,RENT,home_improvement,east,branch,9,0
CUST-00227,41,78084.34,2.4,615,0.2,1,42750.65,8.61,0,MORTGAGE,debt_consolidation,north,mobile,5,0
CUST-00228,38,46549.49,3.6,710,0.255,1,22378.73,3.79,0,MORTGAGE,debt_consolidation,north,mobile,3,0
CUST-00229,28,61092.48,2.8,593,0.425,0,18665.87,9.44,0,RENT,home_improvement,south,branch,1,0
CUST-00230,33,90883.01,,579,0.13,0,34107.24,6.09,0,RENT,medical,south,branch,1,0
CUST-00231,35,45447.65,5.6,652,0.197,2,30963.77,7.66,0,MORTGAGE,debt_consolidation,east,web,7,0
CUST-00232,63,47704.66,15.6,610,0.188,2,9295.51,7.83,0,MORTGAGE,debt_consolidation,south,web,6,0
CUST-00233,42,169893.52,3.8,730,0.342,2,6923.65,5.53,0,,debt_consolidation,west,web,9,0
CUST-00234,51,97162.98,11.5,564,0.605,1,11778.96,9.45,0,MORTGAGE,debt_consolidation,south,partner,2,1
CUST-00235,36,60277.98,4.8,717,0.231,0,22993.15,5.89,0,MORTGAGE,debt_consolidation,west,branch,10,0
CUST-00236,31,60843.3,8.4,716,0.531,0,17074.39,4.84,0,RENT,medical,south,web,5,0
CUST-00237,43,40433.89,3.3,638,0.226,1,76924.26,7.09,0,MORTGAGE,home_improvement,west,mobile,9,0
CUST-00238,33,20591.14,7.8,741,0.166,2,27867.3,3.76,0,MORTGAGE,vehicle,west,web,5,0
CUST-00239,47,61157.21,11.2,676,0.147,1,23332.3,6.97,0,OWN,small_business,north,web,1,0
CUST-00240,51,127024.04,3.3,681,0.1,0,34423.68,5.42,0,RENT,medical,north,branch,4,0
CUST-00241,54,76779.59,10.4,676,0.453,1,22644.56,6.34,0,RENT,vehicle,south,mobile,2,0
CUST-00242,49,35256.55,9.1,696,0.096,0,34183.42,5.39,0,RENT,vehicle,west,partner,10,0
CUST-00243,27,41173.73,4.8,789,0.176,0,11414.3,3.5,0,RENT,debt_consolidation,south,mobile,3,0
